20181001,1593
20181002,1308
20181003,3169
20181004,1031
20181005,5843
20181006,2610
20181007,4099
20181008,2845
20181009,3432
20181010,4584
20181011,5570
20181012,3781
20181013,12860
20181014,4559
20181015,3305
20181016,2520
20181017,12279
20181018,1917
20181019,8983
20181020,17546
20181021,6210
20181022,7526
20181023,4775
20181024,2821
20181025,6791
20181026,30850
20181027,8996
20181028,6845
20181029,5387
20181030,9510
20181031,7772
20181101,7863
20181102,5526
20181103,9880
20181104,4346
20181105,5016
20181106,18781
20181107,6858
20181108,2704
20181109,7555
20181110,6732
20181111,4917
20181112,21777
20181113,13771
20181114,5064
20181115,22926
20181116,5585
20181117,10998
20181118,7011
20181119,5273
20181120,14150
20181121,16231
20181122,245307
20181123,3987
20181124,2099
20181125,10509
20181126,2045
20181127,13074
20181128,6290
20181129,20409
20181130,3609
20181201,14571
20181202,9977
20181203,13961
20181204,41399
20181205,5515
20181206,8058
20181207,11807
20181208,5980
20181209,12372
20181210,2880
20181211,30128
20181212,17401
20181213,47811
20181214,3521
20181215,12231
20181216,16711
20181217,7766
20181218,7168
20181219,17558
20181220,6082
20181221,5515
20181222,3904
20181223,6353
20181224,7401
20181225,26320
20181226,6405
20181227,50626
20181228,42135
20181229,56466
20181230,57379
20181231,9526
20190101,41313
20190102,6437
20190103,13407
20190104,40100
20190105,14355
20190106,26633
20190107,8347
20190108,14291
20190109,13687
20190110,13338
20190111,10063
20190112,302914
20190113,4239
20190114,28323
20190115,16494
20190116,18783
20190117,23987
20190118,19688
20190119,12696
20190120,6995
20190121,145264
20190122,6742
20190123,7764
20190124,20860
20190125,8399
20190126,7464
20190127,9789
20190128,25830
20190129,117806
20190130,4854
20190131,24198
20190201,25970
20190202,201227
20190203,8082
20190204,2478
20190205,4499
20190206,41799
20190207,6805
20190208,23842
20190209,12427
20190210,12573
20190211,15260
20190212,3291
20190213,18894
20190214,2363
20190215,8225
20190216,5452
20190217,6225
20190218,11737
20190219,7581
20190220,4803
20190221,4359
20190222,13693
20190223,647288
20190224,53408
20190225,12561
20190226,2859566
20190227,8318
20190228,5135
20190301,25157
20190302,8782
20190303,18670
20190304,13718
20190305,8614
20190306,3509
20190307,17317
20190308,2423
20190309,5024
20190310,2185
20190311,2810
20190312,2154
20190313,29667
20190314,6878
20190315,37265
20190316,9843
20190317,3493
20190318,7714
20190319,11303
20190320,14816
20190321,11741
20190322,5749
20190323,10418
20190324,5083
20190325,5255
20190326,9124
20190327,2643
20190328,5023
20190329,29689
20190330,7464
20190331,5566
20190401,22455
20190402,8825
20190403,4204
20190404,40668
20190405,3135
20190406,7992
20190407,3134
20190408,4698
20190409,16686
20190410,3160
20190411,32063
20190412,8295
20190413,6700
20190414,5563
20190415,6171
20190416,3919
20190417,1879
20190418,3162
20190419,28017
20190420,6332
20190421,8657
20190422,19008
20190423,3103
20190424,18169
20190425,24992
20190426,97373
20190427,5872
20190428,5593
20190429,5311
20190430,11224
20190501,40660
20190502,9640
20190503,13104
20190504,16852
20190505,8247
20190506,9450
20190507,13179
20190508,244269
20190509,14384
20190510,9763
20190511,14233
20190512,10510
20190513,252268
20190514,15893
20190515,470038
20190516,16180
20190517,27921
20190518,32740
20190519,7176
20190520,42971
20190521,15562
20190522,11482
20190523,9004
20190524,9588
20190525,16347
20190526,22056
20190527,10348
20190528,7852
20190529,13517
20190530,23512
20190531,16370
20190601,55092
20190602,21314
20190603,4129
20190604,2757
20190605,47530
20190606,7728
20190607,694302
20190608,9889
20190609,9427
20190610,9324
20190611,6164
20190612,15629
20190613,46350
20190614,11034
20190615,12850
20190616,11695
20190617,30896
20190618,11986
20190619,206217
20190620,44415
20190621,34130
20190622,13376
20190623,13923
20190624,96606
20190625,27002
20190626,41903
20190627,10350
20190628,22561
20190629,12475
20190630,11357
20190701,9967
20190702,16626
20190703,18000
20190704,9963
20190705,8419
20190706,302219
20190707,17268
20190708,303998
20190709,9843
20190710,39315
20190711,21935
20190712,11533
20190713,24164
20190714,8638
20190715,11418
20190716,112823
20190717,35162
20190718,45949
20190719,21423
20190720,9802
20190721,11256
20190722,9864
20190723,7780
20190724,13552
20190725,8192
20190726,92368
20190727,7721
20190728,22780
20190729,31972
20190730,5969
20190731,49064
20190801,7077
20190802,52621
20190803,266371
20190804,9110
20190805,85430
20190806,10075
20190807,78243
20190808,9411
20190809,16001
20190810,13750
20190811,18398
20190812,18724
20190813,12055
20190814,6947
20190815,11638
20190816,13873
20190817,7426
20190818,44945
20190819,17119
20190820,9314
20190821,8266
20190822,64476
20190823,158875
20190824,12749
20190825,10280
20190826,22856
20190827,7616
20190828,9673
20190829,6216
20190830,6198
20190831,6683
20190901,11916
20190902,19926
20190903,13926
20190904,13641
20190905,20386
20190906,27166
20190907,10929
20190908,15612
20190909,33589
20190910,11801
20190911,13188
20190912,21196
20190913,13264
20190914,10939
20190915,9212
20190916,20506
20190917,12161
20190918,21958
20190919,12402
20190920,12781
20190921,11426
20190922,106323
20190923,46082
20190924,21001
20190925,14676
20190926,31155
20190927,14617
20190928,18459
20190929,10699
20190930,10365
20191001,20414
20191002,15164
20191003,10549
20191004,8418
20191005,23122
20191006,20180
20191007,35740
20191008,23824
20191009,22076
20191010,16099
20191011,18990
20191012,22009
20191013,15136
20191014,15103
20191015,14261
20191016,14278
20191017,80680
20191018,30442
20191019,15084
20191020,11425
20191021,14767
20191022,54490
20191023,52109
20191024,21471
20191025,26774
20191026,22760
20191027,31331
20191028,20991
20191029,25861
20191030,20700
20191031,12588
20191101,23232
20191102,14598
20191103,17622
20191104,14171
20191105,12840
20191106,19504
20191107,11732
20191108,9335
20191109,9446
20191110,21315
20191111,145829
20191112,10192
20191113,120431
20191114,11554
20191115,87151
20191116,13006
20191117,57259
20191118,18888
20191119,60387
20191120,18294
20191121,23676
20191122,10021
20191123,24942
20191124,24402
20191125,5581
20191126,15629
20191127,19011
20191128,33571
20191129,12908
20191130,10598
20191201,24173
20191202,41946
20191203,12863
20191204,12834
20191205,9785
20191206,27887
20191207,16537
20191208,16755
20191209,47449
20191210,22596
20191211,16956
20191212,47018
20191213,16787
20191214,24414
20191215,53756
20191216,131858
20191217,41312
20191218,24765
20191219,174941
20191220,28042
20191221,32574
20191222,13157
20191223,34798
20191224,82098
20191225,113594
20191226,92391
20191227,17981
20191228,27884
20191229,14723
20191230,39398
20191231,5509815
20200101,356498
20200102,102978
20200103,196124
20200104,19409
20200105,91969
20200106,179792
20200107,39208
20200108,50150
20200109,705633
20200110,72505
20200111,489918
20200112,184567
20200113,119189
20200114,128288
20200115,101313
20200116,203443
20200117,39623
20200118,106224
20200119,1997189
20200120,26375894
20200121,86731130
20200122,108548821
20200123,148631697
20200124,182332959
20200125,202864947
20200126,210415563
20200127,178838079
20200128,246515791
20200129,226885482
20200130,266553260
20200131,186072274
20200201,199039631
20200202,226451276
20200203,207862973
20200204,221077693
20200205,256512923
20200206,215212686
20200207,241711518
20200208,241288803
20200209,193452262
20200210,208584734
20200211,215828109
20200212,214657186
20200213,198580101
20200214,176411299
20200215,175509604
20200216,225067144
20200217,145873792
20200218,185833306
20200219,164192604
20200220,147235876
20200221,154231088
20200222,124410210
20200223,137467179
20200224,131924678
20200225,115339613
20200226,120759990
20200227,118062320
20200228,92400917
20200229,109997653
20200301,136546013
20200302,96614555
20200303,92938821
20200304,96004193
20200305,92421329
20200306,90227968
20200307,70066404
20200308,70504317
20200309,73847371
20200310,67326947
20200311,74230374
20200312,129309020
20200313,103231740
20200314,97370906
20200315,98127596
20200316,91454751
20200317,111535857
20200318,136567540
20200319,84214522
20200320,92560412
20200321,86935650
20200322,115483700
20200323,67207665
20200324,83252047
20200325,83233353
20200326,69559666
20200327,90749280
20200328,79196300
20200329,67199532
20200330,71700044
20200331,73713561
20200401,89940491
20200402,107644873
20200403,56243958
20200404,96242087
20200405,42102355
20200406,33106818
20200407,43939953
20200408,27816115
20200409,26104485
20200410,28991926
20200411,33060813
20200412,17119347
20200413,22939630
20200414,21270196
20200415,26712757
20200416,9779394
